Time,Temp(F),Humidity(%),WindSpeed(mph)
2013-10-08 01:00,57.0,72,9.2
2013-10-08 02:00,55.9,72,5.8
2013-10-08 03:00,55.0,74,6.9
2013-10-08 04:00,55.0,77,6.9
2013-10-08 05:00,55.0,72,0
2013-10-08 06:00,52.0,77,3.5
2013-10-08 07:00,53.1,77,4.6
2013-10-08 08:00,54.0,77,3.5
2013-10-08 09:00,59.0,69,3.5
2013-10-08 10:00,62.1,65,5.8
2013-10-08 11:00,66.0,54,10.4
2013-10-08 12:00,66.9,49,6.9
2013-10-08 13:00,66.9,49,17.3
2013-10-08 14:00,72.0,40,10.4
2013-10-08 15:00,66.9,51,16.1
2013-10-08 16:00,64.9,52,17.3
2013-10-08 17:00,64.9,47,13.8
2013-10-08 18:00,59.0,60,16.1
2013-10-08 19:00,57.0,64,13.8
2013-10-08 20:00,57.0,67,15.0
2013-10-08 21:00,55.9,72,15.0
2013-10-08 22:00,55.9,72,11.5
2013-10-08 23:00,55.9,72,12.7
2013-10-09 00:00,55.0,74,11.5
2013-10-09 01:00,54.0,77,11.5
2013-10-09 02:00,54.0,75,4.6
2013-10-09 03:00,53.1,77,0
2013-10-09 04:00,54.0,77,6.9
2013-10-09 05:00,53.1,77,8.1
2013-10-09 06:00,52.0,80,11.5
2013-10-09 07:00,53.1,74,8.1
2013-10-09 08:00,53.1,77,8.1
2013-10-09 09:00,57.0,67,8.1
2013-10-09 10:00,59.0,64,3.5
2013-10-09 10:00,59.0,63,3.5
2013-10-09 11:00,60.1,62,3.5
2013-10-09 12:00,62.1,60,6.9
2013-10-09 13:00,63.0,56,4.6
2013-10-09 14:00,64.0,54,4.6
2013-10-09 15:00,66.9,39,12.7
2013-10-09 16:00,66.0,38,13.8
2013-10-09 17:00,66.0,37,15.0
2013-10-09 18:00,64.9,40,16.1
2013-10-09 19:00,62.1,46,12.7
2013-10-09 20:00,59.0,58,10.4
2013-10-09 21:00,59.0,58,6.9
2013-10-09 22:00,57.9,58,8.1
2013-10-09 23:00,57.0,62,8.1
2013-10-10 00:00,55.9,64,9.2
2013-10-10 01:00,55.0,69,4.6
2013-10-10 02:00,55.0,69,6.9
2013-10-10 03:00,59.0,64,5.8
2013-10-10 04:00,54.0,66,0
2013-10-10 05:00,53.1,74,4.6
2013-10-10 06:00,53.1,74,5.8
2013-10-10 07:00,54.0,66,3.5
2013-10-10 08:00,54.0,69,0
2013-10-10 09:00,57.9,67,9.2
2013-10-10 10:00,61.0,64,3.5
2013-10-10 11:00,63.0,54,0
2013-10-10 12:00,64.9,52,5.8
2013-10-10 13:00,66.0,54,3.5
2013-10-10 14:00,68.0,45,3.5
2013-10-10 15:00,68.0,52,4.6
2013-10-10 16:00,68.0,47,3.5
2013-10-10 17:00,69.1,49,4.6
2013-10-10 18:00,64.0,65,6.9
2013-10-10 19:00,59.0,64,8.1
2013-10-10 20:00,57.0,69,9.2
2013-10-10 21:00,55.0,74,8.1
2013-10-10 22:00,55.0,74,9.2
2013-10-10 23:00,55.0,72,3.5
2013-10-11 00:00,54.0,75,5.8
2013-10-11 01:00,53.1,77,6.9
2013-10-11 02:00,53.1,77,4.6
2013-10-11 03:00,53.1,77,5.8
2013-10-11 03:00,51.8,82,4.6
2013-10-11 04:00,53.1,77,5.8
2013-10-11 05:00,53.1,77,4.6
2013-10-11 06:00,53.1,77,4.6
2013-10-11 07:00,52.0,77,6.9
2013-10-11 08:00,54.0,75,0
2013-10-11 09:00,55.0,77,3.5
2013-10-11 10:00,57.0,72,0
2013-10-11 11:00,57.9,70,4.6
2013-10-11 12:00,61.0,64,6.9
2013-10-11 13:00,62.1,62,9.2
2013-10-11 14:00,63.0,56,13.8
2013-10-11 15:00,60.1,62,18.4
2013-10-11 16:00,57.9,65,17.3
2013-10-11 17:00,57.9,65,13.8
2013-10-11 18:00,54.0,72,20.7
2013-10-11 19:00,53.6,77,19.6
2013-10-11 19:00,54.0,77,18.4
2013-10-11 19:00,53.6,77,10.4
2013-10-11 20:00,53.1,77,12.7
2013-10-11 21:00,52.0,83,13.8
2013-10-11 22:00,52.0,83,6.9
2013-10-11 23:00,51.1,83,10.4
2013-10-12 00:00,51.1,83,9.2
