Time,Temp(F),Humidity(%),WindSpeed(mph)
2014-01-05 01:00,46.9,36.0 °F,0
2014-01-05 02:00,45.0,33.1 °F,0
2014-01-05 03:00,46.9,32.0 °F,0
2014-01-05 04:00,51.1,28.9 °F,0
2014-01-05 05:00,55.0,34.0 °F,0
2014-01-05 06:00,54.0,36.0 °F,0
2014-01-05 07:00,53.1,30.9 °F,0
2014-01-05 08:00,55.0,30.9 °F,0
2014-01-05 09:00,54.0,30.0 °F,0
2014-01-05 10:00,57.0,27.0 °F,0
2014-01-05 11:00,61.0,27.0 °F,0
2014-01-05 12:00,61.0,30.9 °F,0
2014-01-05 13:00,64.0,27.0 °F,0
2014-01-05 14:00,64.9,28.9 °F,0
2014-01-05 15:00,64.9,30.0 °F,0
2014-01-05 16:00,63.0,30.0 °F,0
2014-01-05 17:00,59.0,32.0 °F,0
2014-01-05 18:00,60.1,30.9 °F,0
2014-01-05 19:00,57.0,35.1 °F,0
2014-01-05 20:00,55.9,34.0 °F,0
2014-01-05 21:00,53.1,37.9 °F,0
2014-01-05 22:00,51.1,33.1 °F,0
2014-01-05 23:00,52.0,33.1 °F,0
2014-01-06 00:00,51.1,37.0 °F,0
2014-01-06 01:00,51.1,37.9 °F,0
2014-01-06 02:00,46.9,34.0 °F,0
2014-01-06 03:00,45.0,32.0 °F,0
2014-01-06 04:00,46.0,34.0 °F,0
2014-01-06 05:00,46.0,37.0 °F,0
2014-01-06 06:00,48.0,37.9 °F,0
2014-01-06 07:00,46.0,37.0 °F,0
2014-01-06 08:00,48.0,37.9 °F,0
2014-01-06 09:00,52.0,42.1 °F,0
2014-01-06 10:00,53.1,42.1 °F,0
2014-01-06 11:00,53.1,42.1 °F,0
2014-01-06 12:00,54.0,44.1 °F,0
2014-01-06 13:00,55.0,45.0 °F,0
2014-01-06 14:00,55.0,45.0 °F,0
2014-01-06 15:00,55.9,45.0 °F,0
2014-01-06 16:00,55.0,45.0 °F,0
2014-01-06 17:00,55.0,43.0 °F,0
2014-01-06 18:00,55.9,41.0 °F,0
2014-01-06 19:00,55.0,44.1 °F,0
2014-01-06 20:00,55.0,43.0 °F,0
2014-01-06 21:00,54.0,43.0 °F,0
2014-01-06 22:00,55.0,39.9 °F,0
2014-01-06 23:00,55.9,37.0 °F,0
2014-01-07 00:00,54.0,41.0 °F,0
2014-01-07 01:00,55.0,67,5.8
2014-01-07 02:00,51.1,74,4.6
2014-01-07 03:00,50.0,74,0
2014-01-07 04:00,48.9,77,3.5
2014-01-07 05:00,48.9,74,3.5
2014-01-07 06:00,46.9,74,0
2014-01-07 07:00,51.1,74,3.5
2014-01-07 08:00,50.0,80,0
2014-01-07 09:00,52.0,80,0
2014-01-07 10:00,54.0,72,3.5
2014-01-07 11:00,55.0,69,4.6
2014-01-07 12:00,54.0,66,3.5
2014-01-07 13:00,55.4,63,0
2014-01-07 13:00,55.9,62,3.5
2014-01-07 14:00,55.9,62,3.5
2014-01-07 15:00,55.4,72,3.5
2014-01-07 15:00,55.0,69,3.5
2014-01-07 16:00,55.9,64,0
2014-01-07 16:00,60.8,48,8.1
2014-01-07 17:00,59.0,55,5.8
2014-01-07 18:00,57.0,55,5.8
2014-01-07 19:00,55.0,62,9.2
2014-01-07 20:00,55.0,62,9.2
2014-01-07 20:00,53.6,72,12.7
2014-01-07 21:00,55.4,77,11.5
2014-01-07 21:00,55.9,77,9.2
2014-01-07 22:00,55.4,88,12.7
2014-01-07 22:00,55.9,84,6.9
2014-01-07 23:00,55.9,84,8.1
2014-01-08 00:00,55.0,86,9.2
2014-01-08 01:00,55.0,86,5.8
2014-01-08 02:00,55.0,86,0
2014-01-08 03:00,54.0,86,5.8
2014-01-08 04:00,54.0,86,8.1
2014-01-08 05:00,54.0,83,9.2
2014-01-08 06:00,53.1,86,11.5
2014-01-08 07:00,53.1,83,8.1
2014-01-08 08:00,53.1,83,8.1
2014-01-08 08:00,53.6,82,0
2014-01-08 09:00,54.0,80,4.6
2014-01-08 10:00,54.0,83,6.9
2014-01-08 11:00,54.0,83,10.4
2014-01-08 12:00,55.9,77,11.5
2014-01-08 13:00,59.0,67,12.7
2014-01-08 13:00,57.0,72,10.4
2014-01-08 14:00,55.9,75,10.4
2014-01-08 15:00,55.0,77,13.8
2014-01-08 16:00,54.0,83,12.7
2014-01-08 17:00,53.6,82,17.3
2014-01-08 17:00,54.0,80,13.8
2014-01-08 17:00,53.6,82,16.1
2014-01-08 18:00,54.0,80,16.1
2014-01-08 19:00,55.0,77,10.4
2014-01-08 20:00,54.0,80,6.9
2014-01-08 21:00,53.6,82,6.9
2014-01-08 21:00,54.0,80,8.1
2014-01-08 22:00,53.1,80,8.1
2014-01-08 23:00,51.8,82,6.9
2014-01-08 23:00,53.1,83,10.4
2014-01-09 00:00,53.1,83,13.8
2014-01-09 01:00,53.1,83,12.7
2014-01-09 02:00,53.1,83,11.5
2014-01-09 03:00,53.1,83,10.4
2014-01-09 04:00,52.0,86,4.6
2014-01-09 04:00,53.6,82,6.9
2014-01-09 05:00,52.0,89,4.6
2014-01-09 05:00,53.6,82,8.1
2014-01-09 06:00,53.1,89,3.5
2014-01-09 07:00,54.0,86,4.6
2014-01-09 08:00,54.0,83,9.2
2014-01-09 09:00,54.0,83,9.2
2014-01-09 10:00,55.4,77,6.9
2014-01-09 10:00,55.9,80,6.9
2014-01-09 11:00,55.4,77,6.9
2014-01-09 11:00,54.0,80,11.5
2014-01-09 12:00,55.0,77,11.5
2014-01-09 13:00,57.2,72,11.5
2014-01-09 13:00,57.9,70,13.8
2014-01-09 14:00,59.0,60,20.7
2014-01-09 16:00,57.0,67,20.7
2014-01-09 17:00,55.0,72,16.1
2014-01-09 18:00,55.0,69,17.3
2014-01-09 19:00,55.0,67,12.7
2014-01-09 20:00,54.0,69,16.1
2014-01-09 21:00,53.1,69,12.7
2014-01-09 22:00,53.1,69,10.4
2014-01-09 23:00,53.1,71,13.8
2014-01-10 00:00,53.1,71,5.8
2014-01-10 01:00,52.0,74,6.9
