Time,Temp(F),Humidity(%),WindSpeed(mph)
2013-11-26 01:00,52.0,77,3.5
2013-11-26 02:00,50.0,74,0
2013-11-26 03:00,48.0,80,4.6
2013-11-26 04:00,48.0,83,0
2013-11-26 05:00,48.0,83,0
2013-11-26 06:00,46.9,83,3.5
2013-11-26 07:00,51.1,80,3.5
2013-11-26 08:00,51.1,80,0
2013-11-26 09:00,52.0,80,5.8
2013-11-26 10:00,55.0,74,6.9
2013-11-26 11:00,55.9,72,5.8
2013-11-26 12:00,55.9,69,0
2013-11-26 13:00,57.9,62,0
2013-11-26 14:00,59.0,53,0
2013-11-26 15:00,62.1,44,0
2013-11-26 16:00,62.1,43,0
2013-11-26 17:00,61.0,44,0
2013-11-26 18:00,59.0,55,0
2013-11-26 19:00,57.9,67,6.9
2013-11-26 20:00,55.9,67,3.5
2013-11-26 21:00,55.9,67,0
2013-11-26 22:00,55.9,67,0
2013-11-26 23:00,55.0,69,0
2013-11-27 00:00,53.1,71,0
2013-11-27 01:00,52.0,69,0
2013-11-27 02:00,50.0,74,3.5
2013-11-27 03:00,48.9,77,3.5
2013-11-27 04:00,50.0,71,0
2013-11-27 05:00,50.0,74,3.5
2013-11-27 06:00,48.9,77,0
2013-11-27 07:00,50.0,77,0
2013-11-27 08:00,48.9,83,3.5
2013-11-27 09:00,54.0,72,3.5
2013-11-27 10:00,55.9,67,4.6
2013-11-27 11:00,57.0,67,4.6
2013-11-27 12:00,59.0,60,0
2013-11-27 13:00,59.0,62,0
2013-11-27 14:00,60.1,62,0
2013-11-27 15:00,62.1,53,0
2013-11-27 16:00,60.1,57,0
2013-11-27 17:00,59.0,69,4.6
2013-11-27 18:00,59.0,69,3.5
2013-11-27 19:00,57.9,67,0
2013-11-27 20:00,57.9,65,0
2013-11-27 21:00,57.9,65,0
2013-11-27 22:00,57.0,67,0
2013-11-27 23:00,55.9,69,0
2013-11-28 00:00,54.0,75,0
2013-11-28 01:00,53.1,71,0
2013-11-28 02:00,51.1,74,0
2013-11-28 03:00,50.0,80,0
2013-11-28 04:00,48.9,80,4.6
2013-11-28 05:00,51.1,74,0
2013-11-28 06:00,51.1,74,0
2013-11-28 07:00,51.1,74,3.5
2013-11-28 08:00,52.0,80,3.5
2013-11-28 09:00,55.9,69,3.5
2013-11-28 10:00,57.0,69,3.5
2013-11-28 11:00,59.0,69,0
2013-11-28 12:00,60.1,69,0
2013-11-28 13:00,62.1,67,3.5
2013-11-28 14:00,62.1,67,5.8
2013-11-28 15:00,61.0,70,3.5
2013-11-28 16:00,64.9,43,10.4
2013-11-28 17:00,60.1,53,13.8
2013-11-28 18:00,60.1,49,15.0
2013-11-28 19:00,57.9,53,9.2
2013-11-28 20:00,57.9,51,10.4
2013-11-28 21:00,57.0,51,6.9
2013-11-28 22:00,59.0,44,3.5
2013-11-28 23:00,55.0,59,3.5
2013-11-29 00:00,53.1,66,0
2013-11-29 01:00,53.1,69,0
2013-11-29 02:00,51.1,66,0
2013-11-29 03:00,48.0,68,3.5
2013-11-29 04:00,48.9,66,0
2013-11-29 05:00,50.0,74,0
2013-11-29 06:00,46.9,74,3.5
2013-11-29 07:00,48.9,74,0
2013-11-29 08:00,50.0,77,0
2013-11-29 09:00,55.9,77,4.6
2013-11-29 10:00,57.0,74,5.8
2013-11-29 11:00,57.9,70,4.6
2013-11-29 12:00,57.9,70,3.5
2013-11-29 13:00,61.0,64,0
2013-11-29 14:00,60.1,72,3.5
2013-11-29 15:00,61.0,67,3.5
2013-11-29 16:00,60.1,67,4.6
2013-11-29 17:00,57.2,72,21.9
2013-11-29 17:00,55.0,77,12.7
2013-11-29 18:00,55.0,77,8.1
2013-11-29 19:00,55.0,74,9.2
2013-11-29 20:00,54.0,77,5.8
2013-11-29 21:00,54.0,75,4.6
2013-11-29 22:00,53.1,74,3.5
2013-11-29 23:00,52.0,74,0
2013-11-30 00:00,51.1,74,0
2013-11-30 01:00,48.9,74,3.5
2013-11-30 02:00,51.1,80,6.9
2013-11-30 03:00,48.0,83,5.8
2013-11-30 04:00,46.9,90,4.6
2013-11-30 05:00,46.9,90,0
2013-11-30 05:00,46.4,93,0
2013-11-30 06:00,48.2,87,0
2013-11-30 06:00,48.9,86,0
2013-11-30 06:00,48.2,93,0
2013-11-30 06:00,48.2,93,0
2013-11-30 07:00,48.9,93,3.5
2013-11-30 07:00,48.2,93,0
2013-11-30 08:00,50.0,94,0
2013-11-30 08:00,50.0,94,0
2013-11-30 08:00,50.0,93,0
2013-11-30 08:00,50.0,94,0
2013-11-30 09:00,51.8,88,3.5
2013-11-30 09:00,51.1,92,0
2013-11-30 09:00,51.8,94,0
2013-11-30 09:00,51.8,94,0
2013-11-30 10:00,51.8,88,3.5
2013-11-30 10:00,52.0,89,5.8
2013-11-30 11:00,53.6,82,3.5
2013-11-30 11:00,54.0,86,3.5
2013-11-30 12:00,54.0,86,3.5
2013-11-30 13:00,61.0,67,5.8
2013-11-30 14:00,59.0,72,3.5
2013-11-30 15:00,59.0,75,4.6
2013-11-30 16:00,62.1,65,0
2013-11-30 17:00,54.0,72,12.7
2013-11-30 18:00,53.1,74,12.7
2013-11-30 19:00,54.0,72,10.4
2013-11-30 20:00,53.1,74,8.1
2013-11-30 21:00,55.0,67,0
2013-11-30 22:00,54.0,69,0
2013-11-30 23:00,52.0,74,4.6
2013-12-01 00:00,52.0,71,5.8
2013-12-01 01:00,51.1,80,0
2013-12-01 02:00,48.9,77,0
2013-12-01 03:00,48.0,77,0
2013-12-01 04:00,48.9,77,0
2013-12-01 05:00,46.9,80,4.6
2013-12-01 06:00,46.9,80,4.6
2013-12-01 07:00,48.9,80,0
2013-12-01 08:00,50.0,86,0
2013-12-01 09:00,53.1,86,0
2013-12-01 10:00,55.9,80,0
2013-12-01 11:00,57.0,74,3.5
2013-12-01 12:00,59.0,72,5.8
2013-12-01 13:00,59.0,72,3.5
2013-12-01 14:00,60.1,69,3.5
2013-12-01 15:00,62.1,62,0
2013-12-01 16:00,62.1,60,3.5
2013-12-01 17:00,63.0,45,13.8
2013-12-01 18:00,60.1,55,12.7
2013-12-01 19:00,59.0,55,4.6
2013-12-01 20:00,57.0,64,9.2
2013-12-01 21:00,55.9,67,3.5
2013-12-01 22:00,55.9,62,0
2013-12-01 23:00,54.0,77,9.2
2013-12-02 00:00,52.0,86,8.1
2013-12-02 01:00,51.1,86,0
2013-12-02 02:00,48.9,86,6.9
2013-12-02 03:00,50.0,86,0
2013-12-02 04:00,48.0,86,4.6
2013-12-02 05:00,48.0,89,5.8
2013-12-02 05:00,48.2,87,3.5
2013-12-02 05:00,48.2,87,3.5
2013-12-02 06:00,48.2,87,5.8
2013-12-02 06:00,48.2,87,5.8
2013-12-02 06:00,46.9,93,3.5
2013-12-02 07:00,48.9,90,6.9
2013-12-02 08:00,50.0,87,12.7
2013-12-02 08:00,50.0,94,13.8
2013-12-02 08:00,50.0,94,15.0
2013-12-02 08:00,51.1,89,15.0
2013-12-02 08:00,51.8,88,8.1
2013-12-02 09:00,52.0,93,18.4
2013-12-02 10:00,55.9,80,9.2
2013-12-02 10:00,55.4,82,6.9
2013-12-02 11:00,57.9,72,11.5
2013-12-02 12:00,60.1,67,17.3
2013-12-02 13:00,60.1,67,20.7
2013-12-02 14:00,61.0,64,20.7
2013-12-02 15:00,59.0,69,19.6
2013-12-02 16:00,57.9,75,21.9
2013-12-02 17:00,55.4,77,29.9
2013-12-02 17:00,55.9,80,27.6
2013-12-02 18:00,55.9,80,24.2
2013-12-02 18:00,55.4,82,23.0
2013-12-02 18:00,55.4,82,23.0
2013-12-02 19:00,55.0,83,28.8
2013-12-02 20:00,55.0,83,26.5
2013-12-02 20:00,55.4,88,21.9
2013-12-02 21:00,55.4,88,15.0
2013-12-02 21:00,55.0,86,15.0
2013-12-02 21:00,55.4,88,12.7
2013-12-02 22:00,55.4,88,12.7
2013-12-02 22:00,55.9,87,12.7
2013-12-02 22:00,55.4,88,18.4
2013-12-02 23:00,55.9,87,20.7
2013-12-02 23:00,55.4,94,16.1
2013-12-03 00:00,55.4,94,12.7
2013-12-03 00:00,55.9,90,12.7
2013-12-03 00:00,55.4,94,16.1
2013-12-03 01:00,55.9,90,19.6
2013-12-03 01:00,55.4,88,20.7
2013-12-03 02:00,53.6,88,16.1
2013-12-03 02:00,53.1,86,16.1
2013-12-03 03:00,53.1,80,16.1
2013-12-03 04:00,53.1,66,15.0
2013-12-03 05:00,53.1,66,18.4
2013-12-03 06:00,52.0,63,15.0
2013-12-03 07:00,52.0,59,12.7
2013-12-03 08:00,53.1,59,18.4
2013-12-03 09:00,53.1,52,17.3
2013-12-03 10:00,53.1,48,21.9
2013-12-03 11:00,54.0,47,17.3
2013-12-03 12:00,53.1,47,10.4
2013-12-03 13:00,54.0,43,9.2
2013-12-03 14:00,54.0,45,12.7
2013-12-03 15:00,54.0,49,19.6
2013-12-03 16:00,54.0,49,16.1
2013-12-03 17:00,53.1,55,12.7
2013-12-03 18:00,52.0,54,10.4
2013-12-03 19:00,50.0,57,10.4
2013-12-03 20:00,50.0,50,5.8
2013-12-03 21:00,50.0,48,9.2
2013-12-03 22:00,48.0,48,6.9
2013-12-03 23:00,46.9,46,6.9
2013-12-04 00:00,48.9,39,6.9
2013-12-04 01:00,50.0,24.1 °F,0
2013-12-04 02:00,45.0,21.0 °F,0
2013-12-04 03:00,43.0,23.0 °F,0
2013-12-04 04:00,42.1,24.1 °F,0
2013-12-04 05:00,41.0,28.0 °F,0
2013-12-04 06:00,41.0,28.9 °F,0
2013-12-04 07:00,44.1,21.9 °F,0
2013-12-04 08:00,48.0,28.0 °F,0
2013-12-04 09:00,48.0,25.0 °F,0
2013-12-04 10:00,48.0,21.9 °F,0
2013-12-04 11:00,50.0,21.0 °F,0
2013-12-04 12:00,51.1,21.0 °F,0
2013-12-04 13:00,51.1,21.9 °F,0
2013-12-04 14:00,51.1,24.1 °F,0
2013-12-04 15:00,52.0,25.0 °F,0
2013-12-04 16:00,52.0,26.1 °F,0
2013-12-04 17:00,48.9,27.0 °F,0
2013-12-04 18:00,48.0,28.9 °F,0
2013-12-04 19:00,46.9,30.0 °F,0
2013-12-04 20:00,46.0,30.9 °F,0
2013-12-04 21:00,44.1,30.0 °F,0
2013-12-04 22:00,42.1,30.0 °F,0
2013-12-04 23:00,42.1,30.0 °F,0
2013-12-05 00:00,41.0,27.0 °F,0
2013-12-05 01:00,39.9,26.1 °F,0
2013-12-05 02:00,37.9,25.0 °F,0
2013-12-05 03:00,37.9,24.1 °F,0
2013-12-05 04:00,37.9,26.1 °F,0
2013-12-05 05:00,36.0,24.1 °F,0
2013-12-05 06:00,37.0,26.1 °F,0
2013-12-05 07:00,37.0,21.9 °F,0
2013-12-05 08:00,39.0,21.9 °F,0
2013-12-05 09:00,43.0,18.0 °F,0
