tripID,startTime,duration,startStationId,endStationId,mileStoneTimes
4690,8/29/13 16:01,918,50,60,"['08/29/13 16:01:00', '08/29/13 16:01:30', '08/29/13 16:02:00', '08/29/13 16:02:30', '08/29/13 16:03:00', '08/29/13 16:03:30', '08/29/13 16:04:00', '08/29/13 16:04:30', '08/29/13 16:05:00', '08/29/13 16:05:40', '08/29/13 16:06:10', '08/29/13 16:06:40', '08/29/13 16:07:10', '08/29/13 16:07:40', '08/29/13 16:08:10', '08/29/13 16:08:40', '08/29/13 16:09:10', '08/29/13 16:09:40', '08/29/13 16:10:10', '08/29/13 16:10:40', '08/29/13 16:11:10', '08/29/13 16:11:40', '08/29/13 16:12:10', '08/29/13 16:12:40', '08/29/13 16:13:10', '08/29/13 16:13:50', '08/29/13 16:14:20', '08/29/13 16:14:50', '08/29/13 16:15:20', '08/29/13 16:15:50']"
4695,8/29/13 16:05,369,65,70,"['08/29/13 16:05:00', '08/29/13 16:05:20', '08/29/13 16:05:40', '08/29/13 16:06:00', '08/29/13 16:06:10', '08/29/13 16:06:30', '08/29/13 16:06:50', '08/29/13 16:07:10', '08/29/13 16:07:30', '08/29/13 16:07:50', '08/29/13 16:08:00', '08/29/13 16:08:20', '08/29/13 16:08:40', '08/29/13 16:09:00', '08/29/13 16:09:20', '08/29/13 16:09:40', '08/29/13 16:10:00', '08/29/13 16:10:10', '08/29/13 16:10:30', '08/29/13 16:10:50']"
4715,8/29/13 16:23,337,70,65,"['08/29/13 16:23:00', '08/29/13 16:23:20', '08/29/13 16:23:30', '08/29/13 16:23:50', '08/29/13 16:24:10', '08/29/13 16:24:20', '08/29/13 16:24:40', '08/29/13 16:25:00', '08/29/13 16:25:10', '08/29/13 16:25:30', '08/29/13 16:25:50', '08/29/13 16:26:10', '08/29/13 16:26:20', '08/29/13 16:26:40', '08/29/13 16:27:00', '08/29/13 16:27:10', '08/29/13 16:27:30', '08/29/13 16:27:50', '08/29/13 16:28:00', '08/29/13 16:28:20']"
4716,8/29/13 16:24,375,70,65,"['08/29/13 16:24:00', '08/29/13 16:24:20', '08/29/13 16:24:40', '08/29/13 16:25:00', '08/29/13 16:25:20', '08/29/13 16:25:30', '08/29/13 16:25:50', '08/29/13 16:26:10', '08/29/13 16:26:30', '08/29/13 16:26:50', '08/29/13 16:27:10', '08/29/13 16:27:30', '08/29/13 16:27:50', '08/29/13 16:28:00', '08/29/13 16:28:20', '08/29/13 16:28:40', '08/29/13 16:29:00', '08/29/13 16:29:20', '08/29/13 16:29:40', '08/29/13 16:30:00']"
4730,8/29/13 16:37,362,65,70,"['08/29/13 16:37:00', '08/29/13 16:37:20', '08/29/13 16:37:40', '08/29/13 16:37:50', '08/29/13 16:38:10', '08/29/13 16:38:30', '08/29/13 16:38:50', '08/29/13 16:39:10', '08/29/13 16:39:20', '08/29/13 16:39:40', '08/29/13 16:40:00', '08/29/13 16:40:20', '08/29/13 16:40:40', '08/29/13 16:41:00', '08/29/13 16:41:10', '08/29/13 16:41:30', '08/29/13 16:41:50', '08/29/13 16:42:10', '08/29/13 16:42:30', '08/29/13 16:42:40']"
4742,8/29/13 16:47,914,74,70,"['08/29/13 16:47:00', '08/29/13 16:47:20', '08/29/13 16:47:30', '08/29/13 16:47:50', '08/29/13 16:48:10', '08/29/13 16:48:20', '08/29/13 16:48:40', '08/29/13 16:49:00', '08/29/13 16:49:20', '08/29/13 16:49:30', '08/29/13 16:49:50', '08/29/13 16:50:10', '08/29/13 16:50:20', '08/29/13 16:50:40', '08/29/13 16:51:00', '08/29/13 16:51:10', '08/29/13 16:51:30', '08/29/13 16:51:50', '08/29/13 16:52:00', '08/29/13 16:52:20', '08/29/13 16:52:40', '08/29/13 16:53:00', '08/29/13 16:53:10', '08/29/13 16:53:30', '08/29/13 16:53:50', '08/29/13 16:54:00', '08/29/13 16:54:20', '08/29/13 16:54:40', '08/29/13 16:54:50', '08/29/13 16:55:10', '08/29/13 16:55:30', '08/29/13 16:55:40', '08/29/13 16:56:00', '08/29/13 16:56:20', '08/29/13 16:56:40', '08/29/13 16:56:50', '08/29/13 16:57:10', '08/29/13 16:57:30', '08/29/13 16:57:40', '08/29/13 16:58:00', '08/29/13 16:58:20', '08/29/13 16:58:30', '08/29/13 16:58:50', '08/29/13 16:59:10', '08/29/13 16:59:20', '08/29/13 16:59:40', '08/29/13 17:00:00', '08/29/13 17:00:20', '08/29/13 17:00:30', '08/29/13 17:00:50', '08/29/13 17:01:10', '08/29/13 17:01:20', '08/29/13 17:01:40', '08/29/13 17:02:00']"
4744,8/29/13 16:52,319,57,70,"['08/29/13 16:52:00', '08/29/13 16:52:10', '08/29/13 16:52:20', '08/29/13 16:52:40', '08/29/13 16:52:50', '08/29/13 16:53:00', '08/29/13 16:53:10', '08/29/13 16:53:20', '08/29/13 16:53:30', '08/29/13 16:53:50', '08/29/13 16:54:00', '08/29/13 16:54:10', '08/29/13 16:54:20', '08/29/13 16:54:30', '08/29/13 16:54:50', '08/29/13 16:55:00', '08/29/13 16:55:10', '08/29/13 16:55:20', '08/29/13 16:55:30', '08/29/13 16:55:40', '08/29/13 16:56:00', '08/29/13 16:56:10', '08/29/13 16:56:20', '08/29/13 16:56:30', '08/29/13 16:56:40', '08/29/13 16:57:00', '08/29/13 16:57:10']"
4833,8/29/13 17:45,543,70,77,"['08/29/13 17:45:00', '08/29/13 17:45:10', '08/29/13 17:45:30', '08/29/13 17:45:40', '08/29/13 17:45:50', '08/29/13 17:46:00', '08/29/13 17:46:20', '08/29/13 17:46:30', '08/29/13 17:46:40', '08/29/13 17:47:00', '08/29/13 17:47:10', '08/29/13 17:47:20', '08/29/13 17:47:40', '08/29/13 17:47:50', '08/29/13 17:48:00', '08/29/13 17:48:10', '08/29/13 17:48:30', '08/29/13 17:48:40', '08/29/13 17:48:50', '08/29/13 17:49:10', '08/29/13 17:49:20', '08/29/13 17:49:30', '08/29/13 17:49:40', '08/29/13 17:50:00', '08/29/13 17:50:10', '08/29/13 17:50:20', '08/29/13 17:50:40', '08/29/13 17:50:50', '08/29/13 17:51:00', '08/29/13 17:51:10', '08/29/13 17:51:30', '08/29/13 17:51:40', '08/29/13 17:51:50', '08/29/13 17:52:10', '08/29/13 17:52:20', '08/29/13 17:52:30', '08/29/13 17:52:50', '08/29/13 17:53:00', '08/29/13 17:53:10', '08/29/13 17:53:20', '08/29/13 17:53:40', '08/29/13 17:53:50']"
4834,8/29/13 17:45,579,70,51,"['08/29/13 17:45:00', '08/29/13 17:45:10', '08/29/13 17:45:20', '08/29/13 17:45:40', '08/29/13 17:45:50', '08/29/13 17:46:00', '08/29/13 17:46:10', '08/29/13 17:46:20', '08/29/13 17:46:40', '08/29/13 17:46:50', '08/29/13 17:47:00', '08/29/13 17:47:10', '08/29/13 17:47:20', '08/29/13 17:47:40', '08/29/13 17:47:50', '08/29/13 17:48:00', '08/29/13 17:48:10', '08/29/13 17:48:30', '08/29/13 17:48:40', '08/29/13 17:48:50', '08/29/13 17:49:00', '08/29/13 17:49:10', '08/29/13 17:49:30', '08/29/13 17:49:40', '08/29/13 17:49:50', '08/29/13 17:50:00', '08/29/13 17:50:10', '08/29/13 17:50:30', '08/29/13 17:50:40', '08/29/13 17:50:50', '08/29/13 17:51:00', '08/29/13 17:51:10', '08/29/13 17:51:30', '08/29/13 17:51:40', '08/29/13 17:51:50', '08/29/13 17:52:00', '08/29/13 17:52:10', '08/29/13 17:52:30', '08/29/13 17:52:40', '08/29/13 17:52:50', '08/29/13 17:53:00', '08/29/13 17:53:10', '08/29/13 17:53:30', '08/29/13 17:53:40', '08/29/13 17:53:50', '08/29/13 17:54:00', '08/29/13 17:54:10', '08/29/13 17:54:30']"
4837,8/29/13 17:46,466,70,65,"['08/29/13 17:46:00', '08/29/13 17:46:20', '08/29/13 17:46:50', '08/29/13 17:47:10', '08/29/13 17:47:30', '08/29/13 17:48:00', '08/29/13 17:48:20', '08/29/13 17:48:40', '08/29/13 17:49:10', '08/29/13 17:49:30', '08/29/13 17:49:50', '08/29/13 17:50:20', '08/29/13 17:50:40', '08/29/13 17:51:00', '08/29/13 17:51:30', '08/29/13 17:51:50', '08/29/13 17:52:10', '08/29/13 17:52:40', '08/29/13 17:53:00', '08/29/13 17:53:20']"
4871,8/29/13 18:06,316,57,70,"['08/29/13 18:06:00', '08/29/13 18:06:10', '08/29/13 18:06:20', '08/29/13 18:06:40', '08/29/13 18:06:50', '08/29/13 18:07:00', '08/29/13 18:07:10', '08/29/13 18:07:20', '08/29/13 18:07:30', '08/29/13 18:07:50', '08/29/13 18:08:00', '08/29/13 18:08:10', '08/29/13 18:08:20', '08/29/13 18:08:30', '08/29/13 18:08:40', '08/29/13 18:09:00', '08/29/13 18:09:10', '08/29/13 18:09:20', '08/29/13 18:09:30', '08/29/13 18:09:40', '08/29/13 18:09:50', '08/29/13 18:10:10', '08/29/13 18:10:20', '08/29/13 18:10:30', '08/29/13 18:10:40', '08/29/13 18:10:50', '08/29/13 18:11:00']"
4926,8/29/13 18:53,941,57,70,"['08/29/13 18:53:00', '08/29/13 18:53:30', '08/29/13 18:54:10', '08/29/13 18:54:40', '08/29/13 18:55:20', '08/29/13 18:55:50', '08/29/13 18:56:30', '08/29/13 18:57:00', '08/29/13 18:57:40', '08/29/13 18:58:10', '08/29/13 18:58:50', '08/29/13 18:59:20', '08/29/13 19:00:00', '08/29/13 19:00:30', '08/29/13 19:01:10', '08/29/13 19:01:40', '08/29/13 19:02:20', '08/29/13 19:02:50', '08/29/13 19:03:30', '08/29/13 19:04:00', '08/29/13 19:04:40', '08/29/13 19:05:10', '08/29/13 19:05:50', '08/29/13 19:06:20', '08/29/13 19:07:00', '08/29/13 19:07:30', '08/29/13 19:08:10']"
4925,8/29/13 18:53,943,57,70,"['08/29/13 18:53:00', '08/29/13 18:53:30', '08/29/13 18:54:10', '08/29/13 18:54:40', '08/29/13 18:55:20', '08/29/13 18:55:50', '08/29/13 18:56:30', '08/29/13 18:57:00', '08/29/13 18:57:40', '08/29/13 18:58:10', '08/29/13 18:58:50', '08/29/13 18:59:20', '08/29/13 19:00:00', '08/29/13 19:00:30', '08/29/13 19:01:10', '08/29/13 19:01:40', '08/29/13 19:02:20', '08/29/13 19:02:50', '08/29/13 19:03:30', '08/29/13 19:04:00', '08/29/13 19:04:40', '08/29/13 19:05:10', '08/29/13 19:05:50', '08/29/13 19:06:20', '08/29/13 19:07:00', '08/29/13 19:07:30', '08/29/13 19:08:10']"
4942,8/29/13 19:05,486,69,65,"['08/29/13 19:05:00', '08/29/13 19:05:30', '08/29/13 19:05:50', '08/29/13 19:06:20', '08/29/13 19:06:50', '08/29/13 19:07:20', '08/29/13 19:07:40', '08/29/13 19:08:10', '08/29/13 19:08:40', '08/29/13 19:09:00', '08/29/13 19:09:30', '08/29/13 19:10:00', '08/29/13 19:10:20', '08/29/13 19:10:50', '08/29/13 19:11:20', '08/29/13 19:11:50', '08/29/13 19:12:10', '08/29/13 19:12:40']"
4991,8/29/13 19:48,902,67,76,"['08/29/13 19:48:00', '08/29/13 19:48:30', '08/29/13 19:48:50', '08/29/13 19:49:20', '08/29/13 19:49:40', '08/29/13 19:50:10', '08/29/13 19:50:30', '08/29/13 19:51:00', '08/29/13 19:51:30', '08/29/13 19:51:50', '08/29/13 19:52:20', '08/29/13 19:52:40', '08/29/13 19:53:10', '08/29/13 19:53:40', '08/29/13 19:54:00', '08/29/13 19:54:30', '08/29/13 19:54:50', '08/29/13 19:55:20', '08/29/13 19:55:40', '08/29/13 19:56:10', '08/29/13 19:56:40', '08/29/13 19:57:00', '08/29/13 19:57:30', '08/29/13 19:57:50', '08/29/13 19:58:20', '08/29/13 19:58:40', '08/29/13 19:59:10', '08/29/13 19:59:40', '08/29/13 20:00:00', '08/29/13 20:00:30', '08/29/13 20:00:50', '08/29/13 20:01:20', '08/29/13 20:01:40', '08/29/13 20:02:10', '08/29/13 20:02:40']"
5001,8/29/13 20:00,236,62,77,"['08/29/13 20:00:00', '08/29/13 20:00:10', '08/29/13 20:00:30', '08/29/13 20:00:40', '08/29/13 20:01:00', '08/29/13 20:01:10', '08/29/13 20:01:30', '08/29/13 20:01:40', '08/29/13 20:02:00', '08/29/13 20:02:10', '08/29/13 20:02:30', '08/29/13 20:02:40', '08/29/13 20:03:00', '08/29/13 20:03:10', '08/29/13 20:03:30', '08/29/13 20:03:40']"
5012,8/29/13 20:13,812,50,60,"['08/29/13 20:13:00', '08/29/13 20:13:30', '08/29/13 20:13:50', '08/29/13 20:14:20', '08/29/13 20:14:50', '08/29/13 20:15:20', '08/29/13 20:15:40', '08/29/13 20:16:10', '08/29/13 20:16:40', '08/29/13 20:17:00', '08/29/13 20:17:30', '08/29/13 20:18:00', '08/29/13 20:18:20', '08/29/13 20:18:50', '08/29/13 20:19:20', '08/29/13 20:19:50', '08/29/13 20:20:10', '08/29/13 20:20:40', '08/29/13 20:21:10', '08/29/13 20:21:30', '08/29/13 20:22:00', '08/29/13 20:22:30', '08/29/13 20:23:00', '08/29/13 20:23:20', '08/29/13 20:23:50', '08/29/13 20:24:20', '08/29/13 20:24:40', '08/29/13 20:25:10', '08/29/13 20:25:40', '08/29/13 20:26:00']"
5011,8/29/13 20:13,834,50,60,"['08/29/13 20:13:00', '08/29/13 20:13:30', '08/29/13 20:14:00', '08/29/13 20:14:20', '08/29/13 20:14:50', '08/29/13 20:15:20', '08/29/13 20:15:50', '08/29/13 20:16:10', '08/29/13 20:16:40', '08/29/13 20:17:10', '08/29/13 20:17:40', '08/29/13 20:18:10', '08/29/13 20:18:30', '08/29/13 20:19:00', '08/29/13 20:19:30', '08/29/13 20:20:00', '08/29/13 20:20:20', '08/29/13 20:20:50', '08/29/13 20:21:20', '08/29/13 20:21:50', '08/29/13 20:22:20', '08/29/13 20:22:40', '08/29/13 20:23:10', '08/29/13 20:23:40', '08/29/13 20:24:10', '08/29/13 20:24:40', '08/29/13 20:25:00', '08/29/13 20:25:30', '08/29/13 20:26:00', '08/29/13 20:26:30']"
5105,8/29/13 23:12,245,65,70,"['08/29/13 23:12:00', '08/29/13 23:12:10', '08/29/13 23:12:20', '08/29/13 23:12:40', '08/29/13 23:12:50', '08/29/13 23:13:00', '08/29/13 23:13:10', '08/29/13 23:13:30', '08/29/13 23:13:40', '08/29/13 23:13:50', '08/29/13 23:14:00', '08/29/13 23:14:10', '08/29/13 23:14:30', '08/29/13 23:14:40', '08/29/13 23:14:50', '08/29/13 23:15:00', '08/29/13 23:15:20', '08/29/13 23:15:30', '08/29/13 23:15:40', '08/29/13 23:15:50']"
5116,8/30/13 5:11,673,70,74,"['08/30/13 05:11:00', '08/30/13 05:11:10', '08/30/13 05:11:20', '08/30/13 05:11:40', '08/30/13 05:11:50', '08/30/13 05:12:00', '08/30/13 05:12:10', '08/30/13 05:12:30', '08/30/13 05:12:40', '08/30/13 05:12:50', '08/30/13 05:13:00', '08/30/13 05:13:20', '08/30/13 05:13:30', '08/30/13 05:13:40', '08/30/13 05:13:50', '08/30/13 05:14:10', '08/30/13 05:14:20', '08/30/13 05:14:30', '08/30/13 05:14:40', '08/30/13 05:15:00', '08/30/13 05:15:10', '08/30/13 05:15:20', '08/30/13 05:15:30', '08/30/13 05:15:50', '08/30/13 05:16:00', '08/30/13 05:16:10', '08/30/13 05:16:20', '08/30/13 05:16:40', '08/30/13 05:16:50', '08/30/13 05:17:00', '08/30/13 05:17:10', '08/30/13 05:17:30', '08/30/13 05:17:40', '08/30/13 05:17:50', '08/30/13 05:18:00', '08/30/13 05:18:20', '08/30/13 05:18:30', '08/30/13 05:18:40', '08/30/13 05:18:50', '08/30/13 05:19:10', '08/30/13 05:19:20', '08/30/13 05:19:30', '08/30/13 05:19:40', '08/30/13 05:20:00', '08/30/13 05:20:10', '08/30/13 05:20:20', '08/30/13 05:20:30', '08/30/13 05:20:50', '08/30/13 05:21:00', '08/30/13 05:21:10', '08/30/13 05:21:20', '08/30/13 05:21:40', '08/30/13 05:21:50', '08/30/13 05:22:00']"
5143,8/30/13 8:02,678,50,60,"['08/30/13 08:02:00', '08/30/13 08:02:20', '08/30/13 08:02:50', '08/30/13 08:03:10', '08/30/13 08:03:30', '08/30/13 08:03:50', '08/30/13 08:04:20', '08/30/13 08:04:40', '08/30/13 08:05:00', '08/30/13 08:05:20', '08/30/13 08:05:50', '08/30/13 08:06:10', '08/30/13 08:06:30', '08/30/13 08:06:50', '08/30/13 08:07:20', '08/30/13 08:07:40', '08/30/13 08:08:00', '08/30/13 08:08:20', '08/30/13 08:08:50', '08/30/13 08:09:10', '08/30/13 08:09:30', '08/30/13 08:09:50', '08/30/13 08:10:20', '08/30/13 08:10:40', '08/30/13 08:11:00', '08/30/13 08:11:30', '08/30/13 08:11:50', '08/30/13 08:12:10', '08/30/13 08:12:30', '08/30/13 08:13:00']"
5162,8/30/13 8:24,536,70,51,"['08/30/13 08:24:00', '08/30/13 08:24:10', '08/30/13 08:24:20', '08/30/13 08:24:30', '08/30/13 08:24:40', '08/30/13 08:25:00', '08/30/13 08:25:10', '08/30/13 08:25:20', '08/30/13 08:25:30', '08/30/13 08:25:40', '08/30/13 08:25:50', '08/30/13 08:26:00', '08/30/13 08:26:10', '08/30/13 08:26:30', '08/30/13 08:26:40', '08/30/13 08:26:50', '08/30/13 08:27:00', '08/30/13 08:27:10', '08/30/13 08:27:20', '08/30/13 08:27:30', '08/30/13 08:27:40', '08/30/13 08:27:50', '08/30/13 08:28:10', '08/30/13 08:28:20', '08/30/13 08:28:30', '08/30/13 08:28:40', '08/30/13 08:28:50', '08/30/13 08:29:00', '08/30/13 08:29:10', '08/30/13 08:29:20', '08/30/13 08:29:40', '08/30/13 08:29:50', '08/30/13 08:30:00', '08/30/13 08:30:10', '08/30/13 08:30:20', '08/30/13 08:30:30', '08/30/13 08:30:40', '08/30/13 08:30:50', '08/30/13 08:31:00', '08/30/13 08:31:20', '08/30/13 08:31:30', '08/30/13 08:31:40', '08/30/13 08:31:50', '08/30/13 08:32:00', '08/30/13 08:32:10', '08/30/13 08:32:20', '08/30/13 08:32:30', '08/30/13 08:32:40']"
5164,8/30/13 8:24,884,70,55,"['08/30/13 08:24:00', '08/30/13 08:24:20', '08/30/13 08:24:30', '08/30/13 08:24:50', '08/30/13 08:25:10', '08/30/13 08:25:20', '08/30/13 08:25:40', '08/30/13 08:25:50', '08/30/13 08:26:10', '08/30/13 08:26:30', '08/30/13 08:26:40', '08/30/13 08:27:00', '08/30/13 08:27:20', '08/30/13 08:27:30', '08/30/13 08:27:50', '08/30/13 08:28:10', '08/30/13 08:28:20', '08/30/13 08:28:40', '08/30/13 08:28:50', '08/30/13 08:29:10', '08/30/13 08:29:30', '08/30/13 08:29:40', '08/30/13 08:30:00', '08/30/13 08:30:20', '08/30/13 08:30:30', '08/30/13 08:30:50', '08/30/13 08:31:10', '08/30/13 08:31:20', '08/30/13 08:31:40', '08/30/13 08:31:50', '08/30/13 08:32:10', '08/30/13 08:32:30', '08/30/13 08:32:40', '08/30/13 08:33:00', '08/30/13 08:33:20', '08/30/13 08:33:30', '08/30/13 08:33:50', '08/30/13 08:34:10', '08/30/13 08:34:20', '08/30/13 08:34:40', '08/30/13 08:34:50', '08/30/13 08:35:10', '08/30/13 08:35:30', '08/30/13 08:35:40', '08/30/13 08:36:00', '08/30/13 08:36:20', '08/30/13 08:36:30', '08/30/13 08:36:50', '08/30/13 08:37:10', '08/30/13 08:37:20', '08/30/13 08:37:40', '08/30/13 08:37:50', '08/30/13 08:38:10', '08/30/13 08:38:30']"
5163,8/30/13 8:24,1209,50,60,"['08/30/13 08:24:00', '08/30/13 08:24:40', '08/30/13 08:25:20', '08/30/13 08:26:00', '08/30/13 08:26:40', '08/30/13 08:27:20', '08/30/13 08:28:00', '08/30/13 08:28:40', '08/30/13 08:29:20', '08/30/13 08:30:00', '08/30/13 08:30:40', '08/30/13 08:31:20', '08/30/13 08:32:00', '08/30/13 08:32:40', '08/30/13 08:33:20', '08/30/13 08:34:00', '08/30/13 08:34:40', '08/30/13 08:35:30', '08/30/13 08:36:10', '08/30/13 08:36:50', '08/30/13 08:37:30', '08/30/13 08:38:10', '08/30/13 08:38:50', '08/30/13 08:39:30', '08/30/13 08:40:10', '08/30/13 08:40:50', '08/30/13 08:41:30', '08/30/13 08:42:10', '08/30/13 08:42:50', '08/30/13 08:43:30']"
5194,8/30/13 9:04,317,69,57,"['08/30/13 09:04:00', '08/30/13 09:04:10', '08/30/13 09:04:30', '08/30/13 09:04:40', '08/30/13 09:04:50', '08/30/13 09:05:10', '08/30/13 09:05:20', '08/30/13 09:05:30', '08/30/13 09:05:50', '08/30/13 09:06:00', '08/30/13 09:06:10', '08/30/13 09:06:30', '08/30/13 09:06:40', '08/30/13 09:06:50', '08/30/13 09:07:00', '08/30/13 09:07:20', '08/30/13 09:07:30', '08/30/13 09:07:40', '08/30/13 09:08:00', '08/30/13 09:08:10', '08/30/13 09:08:20', '08/30/13 09:08:40', '08/30/13 09:08:50', '08/30/13 09:09:00']"
5196,8/30/13 9:05,246,70,65,"['08/30/13 09:05:00', '08/30/13 09:05:10', '08/30/13 09:05:20', '08/30/13 09:05:40', '08/30/13 09:05:50', '08/30/13 09:06:00', '08/30/13 09:06:10', '08/30/13 09:06:30', '08/30/13 09:06:40', '08/30/13 09:06:50', '08/30/13 09:07:00', '08/30/13 09:07:20', '08/30/13 09:07:30', '08/30/13 09:07:40', '08/30/13 09:07:50', '08/30/13 09:08:00', '08/30/13 09:08:20', '08/30/13 09:08:30', '08/30/13 09:08:40', '08/30/13 09:08:50']"
5199,8/30/13 9:10,498,77,64,"['08/30/13 09:10:00', '08/30/13 09:10:20', '08/30/13 09:10:30', '08/30/13 09:10:50', '08/30/13 09:11:00', '08/30/13 09:11:20', '08/30/13 09:11:30', '08/30/13 09:11:50', '08/30/13 09:12:00', '08/30/13 09:12:20', '08/30/13 09:12:30', '08/30/13 09:12:50', '08/30/13 09:13:00', '08/30/13 09:13:20', '08/30/13 09:13:30', '08/30/13 09:13:50', '08/30/13 09:14:00', '08/30/13 09:14:20', '08/30/13 09:14:30', '08/30/13 09:14:50', '08/30/13 09:15:00', '08/30/13 09:15:20', '08/30/13 09:15:30', '08/30/13 09:15:50', '08/30/13 09:16:00', '08/30/13 09:16:20', '08/30/13 09:16:30', '08/30/13 09:16:50', '08/30/13 09:17:00', '08/30/13 09:17:20', '08/30/13 09:17:30', '08/30/13 09:17:50', '08/30/13 09:18:00']"
5206,8/30/13 9:21,455,74,61,"['08/30/13 09:21:00', '08/30/13 09:21:10', '08/30/13 09:21:20', '08/30/13 09:21:30', '08/30/13 09:21:40', '08/30/13 09:21:50', '08/30/13 09:22:00', '08/30/13 09:22:10', '08/30/13 09:22:20', '08/30/13 09:22:30', '08/30/13 09:22:40', '08/30/13 09:22:50', '08/30/13 09:23:00', '08/30/13 09:23:10', '08/30/13 09:23:20', '08/30/13 09:23:40', '08/30/13 09:23:50', '08/30/13 09:24:00', '08/30/13 09:24:10', '08/30/13 09:24:20', '08/30/13 09:24:30', '08/30/13 09:24:40', '08/30/13 09:24:50', '08/30/13 09:25:00', '08/30/13 09:25:10', '08/30/13 09:25:20', '08/30/13 09:25:30', '08/30/13 09:25:40', '08/30/13 09:25:50', '08/30/13 09:26:00', '08/30/13 09:26:10', '08/30/13 09:26:20', '08/30/13 09:26:30', '08/30/13 09:26:40', '08/30/13 09:26:50', '08/30/13 09:27:00', '08/30/13 09:27:10', '08/30/13 09:27:20', '08/30/13 09:27:30', '08/30/13 09:27:40', '08/30/13 09:27:50', '08/30/13 09:28:00', '08/30/13 09:28:10', '08/30/13 09:28:20']"
5208,8/30/13 9:32,1168,70,55,"['08/30/13 09:32:00', '08/30/13 09:32:20', '08/30/13 09:32:40', '08/30/13 09:33:00', '08/30/13 09:33:30', '08/30/13 09:33:50', '08/30/13 09:34:10', '08/30/13 09:34:30', '08/30/13 09:34:50', '08/30/13 09:35:10', '08/30/13 09:35:40', '08/30/13 09:36:00', '08/30/13 09:36:20', '08/30/13 09:36:40', '08/30/13 09:37:00', '08/30/13 09:37:20', '08/30/13 09:37:50', '08/30/13 09:38:10', '08/30/13 09:38:30', '08/30/13 09:38:50', '08/30/13 09:39:10', '08/30/13 09:39:30', '08/30/13 09:40:00', '08/30/13 09:40:20', '08/30/13 09:40:40', '08/30/13 09:41:00', '08/30/13 09:41:20', '08/30/13 09:41:40', '08/30/13 09:42:10', '08/30/13 09:42:30', '08/30/13 09:42:50', '08/30/13 09:43:10', '08/30/13 09:43:30', '08/30/13 09:43:50', '08/30/13 09:44:20', '08/30/13 09:44:40', '08/30/13 09:45:00', '08/30/13 09:45:20', '08/30/13 09:45:40', '08/30/13 09:46:00', '08/30/13 09:46:30', '08/30/13 09:46:50', '08/30/13 09:47:10', '08/30/13 09:47:30', '08/30/13 09:47:50', '08/30/13 09:48:10', '08/30/13 09:48:30', '08/30/13 09:49:00', '08/30/13 09:49:20', '08/30/13 09:49:40', '08/30/13 09:50:00', '08/30/13 09:50:20', '08/30/13 09:50:40', '08/30/13 09:51:10']"
5306,8/30/13 10:42,1881,74,60,"['08/30/13 10:42:00', '08/30/13 10:43:00', '08/30/13 10:43:50', '08/30/13 10:44:50', '08/30/13 10:45:40', '08/30/13 10:46:40', '08/30/13 10:47:30', '08/30/13 10:48:30', '08/30/13 10:49:20', '08/30/13 10:50:20', '08/30/13 10:51:10', '08/30/13 10:52:10', '08/30/13 10:53:00', '08/30/13 10:54:00', '08/30/13 10:54:50', '08/30/13 10:55:50', '08/30/13 10:56:50', '08/30/13 10:57:40', '08/30/13 10:58:40', '08/30/13 10:59:30', '08/30/13 11:00:30', '08/30/13 11:01:20', '08/30/13 11:02:20', '08/30/13 11:03:10', '08/30/13 11:04:10', '08/30/13 11:05:00', '08/30/13 11:06:00', '08/30/13 11:06:50', '08/30/13 11:07:50', '08/30/13 11:08:40', '08/30/13 11:09:40', '08/30/13 11:10:40', '08/30/13 11:11:30', '08/30/13 11:12:30']"
5328,8/30/13 10:47,540,74,61,"['08/30/13 10:47:00', '08/30/13 10:47:10', '08/30/13 10:47:20', '08/30/13 10:47:40', '08/30/13 10:47:50', '08/30/13 10:48:00', '08/30/13 10:48:10', '08/30/13 10:48:30', '08/30/13 10:48:40', '08/30/13 10:48:50', '08/30/13 10:49:00', '08/30/13 10:49:20', '08/30/13 10:49:30', '08/30/13 10:49:40', '08/30/13 10:49:50', '08/30/13 10:50:00', '08/30/13 10:50:20', '08/30/13 10:50:30', '08/30/13 10:50:40', '08/30/13 10:50:50', '08/30/13 10:51:10', '08/30/13 10:51:20', '08/30/13 10:51:30', '08/30/13 10:51:40', '08/30/13 10:51:50', '08/30/13 10:52:10', '08/30/13 10:52:20', '08/30/13 10:52:30', '08/30/13 10:52:40', '08/30/13 10:53:00', '08/30/13 10:53:10', '08/30/13 10:53:20', '08/30/13 10:53:30', '08/30/13 10:53:50', '08/30/13 10:54:00', '08/30/13 10:54:10', '08/30/13 10:54:20', '08/30/13 10:54:30', '08/30/13 10:54:50', '08/30/13 10:55:00', '08/30/13 10:55:10', '08/30/13 10:55:20', '08/30/13 10:55:40', '08/30/13 10:55:50']"
