startStationId,endStationId,totalDistance,milestoneCount,mileStoneLats,mileStoneLngs
12,34,3473,71,"[37.7710077, '37.7713123245', '37.771616949', '37.7719215735', '37.772226198', '37.7725308225', '37.772835447', '37.7731400715', '37.773444696', '37.7737493206', '37.7740539451', '37.7743585696', '37.7746631941', '37.7749678186', '37.7752724431', '37.7755770676', '37.7758816921', '37.7761863166', '37.7764909411', '37.7767955656', '37.7771001901', '37.7774048146', '37.7777094391', '37.7780140636', '37.7783186881', '37.7786233126', '37.7789279372', '37.7792325617', '37.7795371862', '37.7798418107', '37.7801464352', '37.7804510597', '37.7807556842', '37.7810603087', '37.7813649332', '37.7816695577', '37.7821975823', '37.7825976645', '37.7829977468', '37.783397829', '37.7837979113', '37.7841979935', '37.7845980758', '37.784998158', '37.7853982403', '37.7857983226', '37.7861984048', '37.7865984871', '37.7869985693', '37.7873986516', '37.7877987338', '37.7881988161', '37.7885988984', '37.7889989806', '37.7893990629', '37.7897991451', '37.7901992274', '37.7905993096', '37.7909993919', '37.7913994741', '37.7917995564', '37.7921996387', '37.7925997209', '37.7929998032', '37.7933998854', '37.7937999677', '37.7942000499', '37.7946001322', '37.7950002145', '37.7954002967', 37.7954163]","[-122.4026538, '-122.402243921', '-122.401834043', '-122.401424164', '-122.401014286', '-122.400604407', '-122.400194528', '-122.39978465', '-122.399374771', '-122.398964893', '-122.398555014', '-122.398145135', '-122.397735257', '-122.397325378', '-122.3969155', '-122.396505621', '-122.396095742', '-122.395685864', '-122.395275985', '-122.394866107', '-122.394456228', '-122.394046349', '-122.393636471', '-122.393226592', '-122.392816714', '-122.392406835', '-122.391996956', '-122.391587078', '-122.391177199', '-122.390767321', '-122.390357442', '-122.389947563', '-122.389537685', '-122.389127806', '-122.388717928', '-122.388308049', '-122.388309061', '-122.388482222', '-122.388655383', '-122.388828544', '-122.389001705', '-122.389174866', '-122.389348027', '-122.389521188', '-122.389694349', '-122.38986751', '-122.390040671', '-122.390213832', '-122.390386993', '-122.390560154', '-122.390733315', '-122.390906476', '-122.391079637', '-122.391252798', '-122.391425959', '-122.39159912', '-122.391772281', '-122.391945442', '-122.392118603', '-122.392291764', '-122.392464925', '-122.392638086', '-122.392811247', '-122.392984408', '-122.393157569', '-122.39333073', '-122.393503891', '-122.393677052', '-122.393850213', '-122.394023374', -122.3940303]"
12,34,3473,71,"[37.7710077, '37.7713123245', '37.771616949', '37.7719215735', '37.772226198', '37.7725308225', '37.772835447', '37.7731400715', '37.773444696', '37.7737493206', '37.7740539451', '37.7743585696', '37.7746631941', '37.7749678186', '37.7752724431', '37.7755770676', '37.7758816921', '37.7761863166', '37.7764909411', '37.7767955656', '37.7771001901', '37.7774048146', '37.7777094391', '37.7780140636', '37.7783186881', '37.7786233126', '37.7789279372', '37.7792325617', '37.7795371862', '37.7798418107', '37.7801464352', '37.7804510597', '37.7807556842', '37.7810603087', '37.7813649332', '37.7816695577', '37.7821975823', '37.7825976645', '37.7829977468', '37.783397829', '37.7837979113', '37.7841979935', '37.7845980758', '37.784998158', '37.7853982403', '37.7857983226', '37.7861984048', '37.7865984871', '37.7869985693', '37.7873986516', '37.7877987338', '37.7881988161', '37.7885988984', '37.7889989806', '37.7893990629', '37.7897991451', '37.7901992274', '37.7905993096', '37.7909993919', '37.7913994741', '37.7917995564', '37.7921996387', '37.7925997209', '37.7929998032', '37.7933998854', '37.7937999677', '37.7942000499', '37.7946001322', '37.7950002145', '37.7954002967', 37.7954163]","[-122.4026538, '-122.402243921', '-122.401834043', '-122.401424164', '-122.401014286', '-122.400604407', '-122.400194528', '-122.39978465', '-122.399374771', '-122.398964893', '-122.398555014', '-122.398145135', '-122.397735257', '-122.397325378', '-122.3969155', '-122.396505621', '-122.396095742', '-122.395685864', '-122.395275985', '-122.394866107', '-122.394456228', '-122.394046349', '-122.393636471', '-122.393226592', '-122.392816714', '-122.392406835', '-122.391996956', '-122.391587078', '-122.391177199', '-122.390767321', '-122.390357442', '-122.389947563', '-122.389537685', '-122.389127806', '-122.388717928', '-122.388308049', '-122.388309061', '-122.388482222', '-122.388655383', '-122.388828544', '-122.389001705', '-122.389174866', '-122.389348027', '-122.389521188', '-122.389694349', '-122.38986751', '-122.390040671', '-122.390213832', '-122.390386993', '-122.390560154', '-122.390733315', '-122.390906476', '-122.391079637', '-122.391252798', '-122.391425959', '-122.39159912', '-122.391772281', '-122.391945442', '-122.392118603', '-122.392291764', '-122.392464925', '-122.392638086', '-122.392811247', '-122.392984408', '-122.393157569', '-122.39333073', '-122.393503891', '-122.393677052', '-122.393850213', '-122.394023374', -122.3940303]"
